[multivariate-tuning] Using device: cuda
[multivariate-tuning] Learning rate: 0.0001
[multivariate-tuning] Coefficient type: trigonometric
[multivariate-tuning] Scheduler: cosine-warm-restarts
[multivariate-tuning] Frequencies A: [2.0, 60.0], B: [2.0, 60.0]
Saved interpolant trajectories to results_coefficient_tuning/trig_ratio_1to30/multivariate_trajectories.png
Epoch 1/250 | v_loss=-33.1788 | grad_v=61.3607 | E[|v|^2]=55.6682 | time=7.1s
Epoch 2/250 | v_loss=-32.5994 | grad_v=131.3402 | E[|v|^2]=66.6633 | time=6.8s
Epoch 3/250 | v_loss=-36.3320 | grad_v=174.5474 | E[|v|^2]=69.8341 | time=6.8s
Epoch 4/250 | v_loss=-25.6836 | grad_v=69.7777 | E[|v|^2]=69.4110 | time=6.8s
Epoch 5/250 | v_loss=-36.0029 | grad_v=108.2774 | E[|v|^2]=67.9238 | time=6.8s
Epoch 6/250 | v_loss=-28.1992 | grad_v=52.6374 | E[|v|^2]=69.2619 | time=6.8s
Epoch 7/250 | v_loss=-30.3767 | grad_v=115.3418 | E[|v|^2]=72.0049 | time=6.8s
Epoch 8/250 | v_loss=-30.2260 | grad_v=35.8112 | E[|v|^2]=69.1598 | time=6.8s
Epoch 9/250 | v_loss=-37.1002 | grad_v=22.0337 | E[|v|^2]=70.2054 | time=6.8s
Epoch 10/250 | v_loss=-31.5746 | grad_v=18.9059 | E[|v|^2]=71.8048 | time=6.8s
Epoch 11/250 | v_loss=-33.1877 | grad_v=34.1683 | E[|v|^2]=62.8200 | time=6.8s
Epoch 12/250 | v_loss=-31.3623 | grad_v=63.1839 | E[|v|^2]=64.4132 | time=6.8s
Epoch 13/250 | v_loss=-31.5550 | grad_v=11.4634 | E[|v|^2]=67.4857 | time=6.8s
Epoch 14/250 | v_loss=-37.1878 | grad_v=25.5318 | E[|v|^2]=66.5678 | time=6.8s
Epoch 15/250 | v_loss=-34.6324 | grad_v=34.9736 | E[|v|^2]=69.0308 | time=6.8s
Epoch 16/250 | v_loss=-43.7111 | grad_v=49.3969 | E[|v|^2]=68.7954 | time=6.8s
Epoch 17/250 | v_loss=-35.1453 | grad_v=9.0915 | E[|v|^2]=67.2577 | time=6.8s
Epoch 18/250 | v_loss=-38.2565 | grad_v=10.4298 | E[|v|^2]=67.1060 | time=6.4s
Epoch 19/250 | v_loss=-29.5947 | grad_v=36.9559 | E[|v|^2]=68.1157 | time=6.2s
Epoch 20/250 | v_loss=-36.4816 | grad_v=12.5113 | E[|v|^2]=70.4483 | time=6.3s
Epoch 21/250 | v_loss=-42.0442 | grad_v=55.3900 | E[|v|^2]=71.5618 | time=6.2s
Epoch 22/250 | v_loss=-29.9037 | grad_v=8.9630 | E[|v|^2]=67.0805 | time=6.2s
Epoch 23/250 | v_loss=-33.5074 | grad_v=27.2138 | E[|v|^2]=66.6809 | time=6.2s
Epoch 24/250 | v_loss=-33.1930 | grad_v=9.6436 | E[|v|^2]=70.3830 | time=6.2s
Epoch 25/250 | v_loss=-41.7072 | grad_v=24.8532 | E[|v|^2]=66.7182 | time=6.2s
Epoch 26/250 | v_loss=-37.0544 | grad_v=12.1633 | E[|v|^2]=68.4328 | time=6.2s
Epoch 27/250 | v_loss=-33.7675 | grad_v=8.8066 | E[|v|^2]=65.2656 | time=6.2s
Epoch 28/250 | v_loss=-32.2819 | grad_v=9.8565 | E[|v|^2]=69.9330 | time=6.2s
Epoch 29/250 | v_loss=-32.7114 | grad_v=9.2422 | E[|v|^2]=65.7778 | time=6.2s
Epoch 30/250 | v_loss=-37.5513 | grad_v=13.0226 | E[|v|^2]=67.6752 | time=6.2s
Epoch 31/250 | v_loss=-27.9738 | grad_v=15.6125 | E[|v|^2]=68.8191 | time=6.3s
Epoch 32/250 | v_loss=-36.2595 | grad_v=12.1389 | E[|v|^2]=65.8278 | time=6.3s
Epoch 33/250 | v_loss=-31.0444 | grad_v=14.1486 | E[|v|^2]=65.9114 | time=6.3s
Epoch 34/250 | v_loss=-33.6666 | grad_v=23.6064 | E[|v|^2]=69.5927 | time=6.3s
Epoch 35/250 | v_loss=-33.9646 | grad_v=38.6560 | E[|v|^2]=67.6696 | time=6.3s
Epoch 36/250 | v_loss=-38.4035 | grad_v=13.5234 | E[|v|^2]=66.7969 | time=6.2s
Epoch 37/250 | v_loss=-28.8765 | grad_v=8.8496 | E[|v|^2]=67.6112 | time=6.3s
Epoch 38/250 | v_loss=-32.9791 | grad_v=10.1297 | E[|v|^2]=68.1553 | time=6.3s
Epoch 39/250 | v_loss=-34.5008 | grad_v=17.6734 | E[|v|^2]=66.0548 | time=6.3s
Epoch 40/250 | v_loss=-39.2993 | grad_v=21.0919 | E[|v|^2]=67.7588 | time=6.2s
Epoch 41/250 | v_loss=-34.1858 | grad_v=12.7246 | E[|v|^2]=67.3260 | time=6.3s
Epoch 42/250 | v_loss=-28.0982 | grad_v=7.5363 | E[|v|^2]=67.0340 | time=6.3s
Epoch 43/250 | v_loss=-30.8018 | grad_v=5.8410 | E[|v|^2]=66.4871 | time=6.3s
Epoch 44/250 | v_loss=-29.0782 | grad_v=9.7647 | E[|v|^2]=67.4281 | time=6.3s
Epoch 45/250 | v_loss=-35.9754 | grad_v=18.1122 | E[|v|^2]=68.0339 | time=6.3s
Epoch 46/250 | v_loss=-41.7622 | grad_v=11.6989 | E[|v|^2]=67.2612 | time=6.3s
Epoch 47/250 | v_loss=-38.1924 | grad_v=8.7618 | E[|v|^2]=67.2504 | time=6.3s
Epoch 48/250 | v_loss=-34.2678 | grad_v=6.7949 | E[|v|^2]=67.6106 | time=6.3s
Epoch 49/250 | v_loss=-34.9594 | grad_v=8.1227 | E[|v|^2]=67.8748 | time=6.3s
Epoch 50/250 | v_loss=-27.6406 | grad_v=4.1735 | E[|v|^2]=68.4315 | time=6.3s
Epoch 51/250 | v_loss=-33.3553 | grad_v=24.4307 | E[|v|^2]=67.9427 | time=6.3s
Epoch 52/250 | v_loss=-32.6389 | grad_v=21.4381 | E[|v|^2]=66.7619 | time=6.3s
Epoch 53/250 | v_loss=-41.3845 | grad_v=38.2125 | E[|v|^2]=65.6939 | time=6.3s
Epoch 54/250 | v_loss=-39.1910 | grad_v=41.6085 | E[|v|^2]=67.8719 | time=6.3s
Epoch 55/250 | v_loss=-33.9293 | grad_v=11.7593 | E[|v|^2]=68.6537 | time=6.3s
Epoch 56/250 | v_loss=-30.2909 | grad_v=37.6109 | E[|v|^2]=66.8182 | time=6.3s
Epoch 57/250 | v_loss=-31.7619 | grad_v=35.6064 | E[|v|^2]=66.9240 | time=6.3s
Epoch 58/250 | v_loss=-35.0528 | grad_v=89.1694 | E[|v|^2]=63.5991 | time=6.3s
Epoch 59/250 | v_loss=-39.9740 | grad_v=21.2317 | E[|v|^2]=66.3150 | time=6.3s
Epoch 60/250 | v_loss=-35.0393 | grad_v=32.9650 | E[|v|^2]=67.7344 | time=6.3s
