[multivariate-tuning] Using device: cuda
[multivariate-tuning] Learning rate: 0.0001
[multivariate-tuning] Coefficient type: fourier
[multivariate-tuning] Scheduler: cosine-warm-restarts
[multivariate-tuning] Fourier M: 2, alpha: 1.0, beta: 1.0
Saved interpolant trajectories to results_coefficient_tuning/fourier_M2/multivariate_trajectories.png
Epoch 1/250 | v_loss=-147.8180 | grad_v=331.4658 | E[|v|^2]=293.5502 | time=7.4s
Epoch 2/250 | v_loss=-146.1563 | grad_v=310.5354 | E[|v|^2]=295.5921 | time=7.1s
Epoch 3/250 | v_loss=-164.3179 | grad_v=305.2076 | E[|v|^2]=325.2826 | time=7.1s
Epoch 4/250 | v_loss=-149.2303 | grad_v=458.6222 | E[|v|^2]=312.7200 | time=7.1s
Epoch 5/250 | v_loss=-151.5149 | grad_v=209.5472 | E[|v|^2]=310.3971 | time=7.1s
Epoch 6/250 | v_loss=-136.6701 | grad_v=175.9940 | E[|v|^2]=300.8428 | time=7.1s
Epoch 7/250 | v_loss=-144.0374 | grad_v=117.9427 | E[|v|^2]=302.3064 | time=7.1s
Epoch 8/250 | v_loss=-156.0154 | grad_v=101.8523 | E[|v|^2]=311.6017 | time=7.1s
Epoch 9/250 | v_loss=-149.9665 | grad_v=173.8912 | E[|v|^2]=319.4516 | time=7.1s
Epoch 10/250 | v_loss=-156.3866 | grad_v=91.3745 | E[|v|^2]=313.3896 | time=7.1s
Epoch 11/250 | v_loss=-166.5125 | grad_v=139.2378 | E[|v|^2]=304.3645 | time=7.1s
Epoch 12/250 | v_loss=-139.3858 | grad_v=92.1375 | E[|v|^2]=309.8993 | time=7.1s
Epoch 13/250 | v_loss=-135.9743 | grad_v=70.4582 | E[|v|^2]=298.2962 | time=7.1s
Epoch 14/250 | v_loss=-159.0380 | grad_v=114.1935 | E[|v|^2]=315.1693 | time=7.1s
Epoch 15/250 | v_loss=-178.6877 | grad_v=131.5134 | E[|v|^2]=321.0890 | time=7.1s
Epoch 16/250 | v_loss=-156.2701 | grad_v=67.2481 | E[|v|^2]=306.9529 | time=7.1s
Epoch 17/250 | v_loss=-148.7450 | grad_v=80.5871 | E[|v|^2]=307.3803 | time=7.1s
Epoch 18/250 | v_loss=-156.7125 | grad_v=94.2696 | E[|v|^2]=310.4343 | time=7.1s
Epoch 19/250 | v_loss=-148.8420 | grad_v=141.9710 | E[|v|^2]=306.9688 | time=7.1s
Epoch 20/250 | v_loss=-152.6193 | grad_v=129.3670 | E[|v|^2]=297.9286 | time=7.1s
Epoch 21/250 | v_loss=-163.4598 | grad_v=161.4374 | E[|v|^2]=304.5421 | time=6.5s
Epoch 22/250 | v_loss=-173.7077 | grad_v=100.2866 | E[|v|^2]=329.0788 | time=6.5s
Epoch 23/250 | v_loss=-163.4444 | grad_v=90.3058 | E[|v|^2]=305.2527 | time=6.5s
Epoch 24/250 | v_loss=-157.1167 | grad_v=126.4470 | E[|v|^2]=314.0940 | time=6.5s
Epoch 25/250 | v_loss=-146.9016 | grad_v=68.5167 | E[|v|^2]=303.9627 | time=6.5s
Epoch 26/250 | v_loss=-146.4492 | grad_v=114.4496 | E[|v|^2]=307.1436 | time=6.5s
Epoch 27/250 | v_loss=-149.7455 | grad_v=66.4985 | E[|v|^2]=307.9692 | time=6.5s
Epoch 28/250 | v_loss=-173.3959 | grad_v=121.1942 | E[|v|^2]=302.1540 | time=6.5s
