[multivariate-tuning] Using device: cuda
[multivariate-tuning] Learning rate: 0.0001
[multivariate-tuning] Coefficient type: trigonometric
[multivariate-tuning] Scheduler: cosine-warm-restarts
[multivariate-tuning] Frequencies A: [2.0, 2.0], B: [2.0, 2.0]
Saved interpolant trajectories to results_coefficient_tuning/trig_ratio_1to1/multivariate_trajectories.png
Epoch 1/250 | v_loss=-14.9430 | grad_v=23.5375 | E[|v|^2]=27.6694 | time=7.2s
Epoch 2/250 | v_loss=-15.1444 | grad_v=31.9319 | E[|v|^2]=31.0541 | time=6.8s
Epoch 3/250 | v_loss=-15.9333 | grad_v=30.3318 | E[|v|^2]=30.2939 | time=6.8s
Epoch 4/250 | v_loss=-14.9838 | grad_v=8.6676 | E[|v|^2]=28.5240 | time=6.8s
Epoch 5/250 | v_loss=-13.9565 | grad_v=10.4685 | E[|v|^2]=27.4271 | time=6.8s
Epoch 6/250 | v_loss=-15.1823 | grad_v=12.9875 | E[|v|^2]=28.3859 | time=6.8s
Epoch 7/250 | v_loss=-16.5710 | grad_v=29.7806 | E[|v|^2]=30.2983 | time=6.8s
Epoch 8/250 | v_loss=-14.3370 | grad_v=18.5752 | E[|v|^2]=30.1275 | time=6.8s
Epoch 9/250 | v_loss=-13.1747 | grad_v=26.5009 | E[|v|^2]=26.2129 | time=6.8s
Epoch 10/250 | v_loss=-16.5894 | grad_v=9.0155 | E[|v|^2]=29.1385 | time=6.8s
Epoch 11/250 | v_loss=-14.7319 | grad_v=13.4888 | E[|v|^2]=28.3882 | time=6.8s
Epoch 12/250 | v_loss=-16.2459 | grad_v=17.3353 | E[|v|^2]=29.9648 | time=6.8s
Epoch 13/250 | v_loss=-15.7094 | grad_v=13.4707 | E[|v|^2]=30.2455 | time=6.8s
Epoch 14/250 | v_loss=-15.7135 | grad_v=9.6270 | E[|v|^2]=27.7590 | time=6.8s
Epoch 15/250 | v_loss=-15.0993 | grad_v=17.6868 | E[|v|^2]=30.0131 | time=6.8s
Epoch 16/250 | v_loss=-16.2546 | grad_v=6.6024 | E[|v|^2]=29.1920 | time=6.8s
Epoch 17/250 | v_loss=-14.7775 | grad_v=12.6169 | E[|v|^2]=28.8863 | time=6.8s
Epoch 18/250 | v_loss=-16.3225 | grad_v=9.3163 | E[|v|^2]=29.0134 | time=6.8s
Epoch 19/250 | v_loss=-14.7358 | grad_v=12.7217 | E[|v|^2]=29.2214 | time=6.8s
Epoch 20/250 | v_loss=-15.7829 | grad_v=10.6519 | E[|v|^2]=29.3738 | time=6.8s
Epoch 21/250 | v_loss=-13.8627 | grad_v=9.4489 | E[|v|^2]=28.6534 | time=6.8s
