[exponent-tuning] Using device: cuda
[exponent-tuning] Learning rate: 0.001
[exponent-tuning] Batch size: 1000
[exponent-tuning] Inner steps: 500
[exponent-tuning] Exponents p: [10.0, 1.0], q: [10.0, 1.0]
[exponent-tuning] Scheduler: cosine-warm-restarts
Starting training: poly_p10.0_p1.0
Exponents: p=[10.0, 1.0], q=[10.0, 1.0]
Using importance sampling with alpha=10.00
======================================================================
Epoch 1/250 | v_loss=-54.7480 | grad_v=234.1472 | E[|v|^2]=161.8529 | time=7.3s
Epoch 2/250 | v_loss=-53.1719 | grad_v=707.3532 | E[|v|^2]=168.9892 | time=7.0s
Epoch 3/250 | v_loss=-64.1100 | grad_v=436.8889 | E[|v|^2]=172.5843 | time=7.0s
Epoch 4/250 | v_loss=-64.7027 | grad_v=37.7704 | E[|v|^2]=155.4175 | time=7.0s
Epoch 5/250 | v_loss=-67.6726 | grad_v=40.8778 | E[|v|^2]=153.9247 | time=7.0s
Epoch 6/250 | v_loss=-59.0562 | grad_v=168.4030 | E[|v|^2]=138.5491 | time=7.0s
Epoch 7/250 | v_loss=-5.5600 | grad_v=78.1621 | E[|v|^2]=10.2410 | time=7.0s
Epoch 8/250 | v_loss=-0.0015 | grad_v=0.1398 | E[|v|^2]=0.0026 | time=7.0s
Epoch 9/250 | v_loss=0.0051 | grad_v=0.1918 | E[|v|^2]=0.0008 | time=7.0s
Epoch 10/250 | v_loss=0.0001 | grad_v=0.1338 | E[|v|^2]=0.0003 | time=7.0s
Epoch 11/250 | v_loss=0.0007 | grad_v=0.2212 | E[|v|^2]=0.0003 | time=7.0s
Epoch 12/250 | v_loss=-0.2212 | grad_v=7.8318 | E[|v|^2]=0.0009 | time=7.0s
Epoch 13/250 | v_loss=0.0116 | grad_v=0.4064 | E[|v|^2]=0.0009 | time=7.0s
Epoch 14/250 | v_loss=-0.0054 | grad_v=0.3745 | E[|v|^2]=0.0006 | time=7.0s
Epoch 15/250 | v_loss=0.0077 | grad_v=0.2476 | E[|v|^2]=0.0010 | time=7.0s
Epoch 16/250 | v_loss=-0.0009 | grad_v=0.0897 | E[|v|^2]=0.0004 | time=7.0s
Epoch 17/250 | v_loss=-0.0036 | grad_v=0.7167 | E[|v|^2]=0.0000 | time=7.0s
Epoch 18/250 | v_loss=0.0185 | grad_v=0.8008 | E[|v|^2]=0.0008 | time=7.0s
Epoch 19/250 | v_loss=0.0141 | grad_v=0.4041 | E[|v|^2]=0.0014 | time=7.0s
Epoch 20/250 | v_loss=-0.0519 | grad_v=0.8887 | E[|v|^2]=0.0038 | time=7.0s
Epoch 21/250 | v_loss=-0.0775 | grad_v=1.2276 | E[|v|^2]=0.0039 | time=7.0s
Epoch 22/250 | v_loss=-0.0424 | grad_v=0.7160 | E[|v|^2]=0.0033 | time=7.0s
Epoch 23/250 | v_loss=0.2469 | grad_v=3.6213 | E[|v|^2]=0.0052 | time=7.0s
Epoch 24/250 | v_loss=0.0011 | grad_v=0.1444 | E[|v|^2]=0.0049 | time=7.0s
Epoch 25/250 | v_loss=0.0212 | grad_v=0.3150 | E[|v|^2]=0.0051 | time=7.0s
Epoch 26/250 | v_loss=0.0302 | grad_v=0.4726 | E[|v|^2]=0.0048 | time=7.0s
Epoch 27/250 | v_loss=-0.0015 | grad_v=0.0942 | E[|v|^2]=0.0050 | time=7.0s
Epoch 28/250 | v_loss=-0.0187 | grad_v=0.2590 | E[|v|^2]=0.0048 | time=7.0s
Epoch 29/250 | v_loss=0.0054 | grad_v=0.0980 | E[|v|^2]=0.0053 | time=7.0s
Epoch 30/250 | v_loss=-0.0045 | grad_v=0.4229 | E[|v|^2]=0.0051 | time=7.0s
Epoch 31/250 | v_loss=-0.0132 | grad_v=0.1345 | E[|v|^2]=0.0073 | time=7.0s
Epoch 32/250 | v_loss=-0.0177 | grad_v=0.2091 | E[|v|^2]=0.0079 | time=7.0s
Epoch 33/250 | v_loss=0.0130 | grad_v=0.2886 | E[|v|^2]=0.0079 | time=7.0s
Epoch 34/250 | v_loss=0.0103 | grad_v=0.1458 | E[|v|^2]=0.0079 | time=7.0s
Epoch 35/250 | v_loss=-0.0566 | grad_v=0.6076 | E[|v|^2]=0.0079 | time=7.0s
Epoch 36/250 | v_loss=0.0040 | grad_v=0.2541 | E[|v|^2]=0.0079 | time=7.0s
Epoch 37/250 | v_loss=-0.0124 | grad_v=0.1180 | E[|v|^2]=0.0079 | time=7.0s
Epoch 38/250 | v_loss=-0.0061 | grad_v=0.2596 | E[|v|^2]=0.0079 | time=7.0s
Epoch 39/250 | v_loss=0.0105 | grad_v=0.2974 | E[|v|^2]=0.0080 | time=7.0s
Epoch 40/250 | v_loss=0.0084 | grad_v=0.1125 | E[|v|^2]=0.0083 | time=7.0s
Epoch 41/250 | v_loss=-0.0244 | grad_v=0.2183 | E[|v|^2]=0.0084 | time=7.0s
Epoch 42/250 | v_loss=0.0140 | grad_v=0.1826 | E[|v|^2]=0.0084 | time=7.0s
Epoch 43/250 | v_loss=0.0074 | grad_v=0.1457 | E[|v|^2]=0.0085 | time=7.0s
Epoch 44/250 | v_loss=0.1119 | grad_v=1.3424 | E[|v|^2]=0.0085 | time=7.0s
Epoch 45/250 | v_loss=-0.0847 | grad_v=0.8843 | E[|v|^2]=0.0085 | time=7.0s
Epoch 46/250 | v_loss=0.0040 | grad_v=0.1167 | E[|v|^2]=0.0085 | time=7.0s
Epoch 47/250 | v_loss=0.0060 | grad_v=0.3306 | E[|v|^2]=0.0085 | time=7.0s
Epoch 48/250 | v_loss=0.0203 | grad_v=0.2994 | E[|v|^2]=0.0085 | time=7.0s
Epoch 49/250 | v_loss=-0.0015 | grad_v=0.2588 | E[|v|^2]=0.0085 | time=7.0s
Epoch 50/250 | v_loss=-0.0994 | grad_v=1.0545 | E[|v|^2]=0.0085 | time=7.0s
Epoch 51/250 | v_loss=-0.0330 | grad_v=0.3781 | E[|v|^2]=0.0074 | time=7.0s
Epoch 52/250 | v_loss=0.0399 | grad_v=0.3806 | E[|v|^2]=0.0132 | time=7.0s
Epoch 53/250 | v_loss=-0.0413 | grad_v=0.7185 | E[|v|^2]=0.0135 | time=7.0s
Epoch 54/250 | v_loss=-0.0214 | grad_v=0.2140 | E[|v|^2]=0.0088 | time=7.0s
Epoch 55/250 | v_loss=0.0233 | grad_v=0.2691 | E[|v|^2]=0.0100 | time=7.0s
Epoch 56/250 | v_loss=0.0302 | grad_v=0.3538 | E[|v|^2]=0.0097 | time=7.0s
Epoch 57/250 | v_loss=-0.0250 | grad_v=0.2160 | E[|v|^2]=0.0141 | time=7.0s
Epoch 58/250 | v_loss=0.0305 | grad_v=0.2895 | E[|v|^2]=0.0149 | time=7.0s
Epoch 59/250 | v_loss=0.0035 | grad_v=0.1259 | E[|v|^2]=0.0157 | time=7.0s
Epoch 60/250 | v_loss=-0.0018 | grad_v=0.2710 | E[|v|^2]=0.0142 | time=7.0s
Epoch 61/250 | v_loss=-0.0216 | grad_v=0.1805 | E[|v|^2]=0.0199 | time=7.0s
Epoch 62/250 | v_loss=-0.0058 | grad_v=0.0969 | E[|v|^2]=0.0126 | time=7.0s
Epoch 63/250 | v_loss=0.0030 | grad_v=0.0856 | E[|v|^2]=0.0116 | time=7.0s
Epoch 64/250 | v_loss=0.0202 | grad_v=0.2419 | E[|v|^2]=0.0109 | time=7.0s
Epoch 65/250 | v_loss=-0.0608 | grad_v=0.5550 | E[|v|^2]=0.0104 | time=7.0s
Epoch 66/250 | v_loss=0.0018 | grad_v=0.3349 | E[|v|^2]=0.0040 | time=7.0s
Epoch 67/250 | v_loss=-0.0108 | grad_v=0.2629 | E[|v|^2]=0.0022 | time=7.0s
Epoch 68/250 | v_loss=-0.0157 | grad_v=0.4168 | E[|v|^2]=0.0014 | time=7.0s
Epoch 69/250 | v_loss=0.0033 | grad_v=0.3501 | E[|v|^2]=0.0006 | time=7.0s
Epoch 70/250 | v_loss=-0.0095 | grad_v=0.3484 | E[|v|^2]=0.0013 | time=7.0s
Epoch 71/250 | v_loss=-0.0043 | grad_v=0.1542 | E[|v|^2]=0.0007 | time=7.0s
Epoch 72/250 | v_loss=0.0067 | grad_v=0.3504 | E[|v|^2]=0.0009 | time=7.0s
Epoch 73/250 | v_loss=0.0044 | grad_v=0.1836 | E[|v|^2]=0.0012 | time=7.0s
